area_type,location,size,total_sqft,bath,balcony,price
1,Abbaiah Reddy Layout,2.0,1190.0,2.0,2.0,41.0
4,Tavarekere,7.0,1200.0,5.0,2.0,180.0
1,Budigere,3.0,1636.0,3.0,2.0,92.0
1,Hennur Road,2.0,1195.0,2.0,2.0,73.0
1,1st Block HRBR Layout,2.0,1250.0,2.0,1.0,67.0
1,Thanisandra,3.0,1546.0,3.0,1.0,95.0
2,Sarjapur  Road,4.0,3386.0,6.0,0.0,142.0
4,Naganathapura,2.0,2260.0,3.0,1.0,80.0
4,Tavarekere,4.0,2700.0,3.0,2.0,90.0
1,Indira Nagar,2.0,1475.0,2.0,2.0,171.0
2,JP Nagar,4.0,3000.0,3.0,2.0,150.0
2,KG Halli,1.0,375.0,1.0,0.0,26.0
1,Balagere,2.0,1007.0,2.0,1.0,66.0
4,Kanakpura Road,1.0,54886.0,1.0,0.0,125.0
1,Hennur Road,2.0,1020.0,2.0,3.0,47.0
1,Lavelle Road,2.0,1000.0,2.0,0.0,150.0
4,Varanasi,2.0,800.0,3.0,1.0,59.5
4,Geddalahalli,5.0,1200.0,3.0,2.0,95.0
1,Marathahalli,2.0,1125.0,2.0,3.0,55.0
2,Kada Agrahara,3.0,909.0,2.0,1.0,43.0
1,Dodsworth Layout,2.0,1400.0,2.0,3.0,85.0
1,Kadugodi,2.0,1152.0,2.0,2.0,61.0
1,Subramanyapura,2.0,958.0,2.0,1.0,34.49
1,Whitefield,2.0,1150.0,2.0,2.0,55.0
1,Old Madras Road,3.0,2990.0,5.0,1.0,173.0
1,Bellandur,2.0,1310.0,2.0,2.0,85.0
1,Hosur Road,3.0,1590.0,2.0,2.0,126.0
1,Green Glen Layout,3.0,1645.0,3.0,2.0,110.0
2,Veerabhadra Nagar,3.0,1800.0,2.0,2.0,100.0
1,Thanisandra,3.0,1795.0,3.0,2.0,150.0
1,8th Phase JP Nagar,2.0,1100.0,2.0,3.0,35.0
1,Thanisandra,1.0,777.0,1.0,0.0,38.535
1,Kalkere,2.0,925.0,2.0,2.0,70.0
1,Basavangudi,3.0,1543.0,3.0,3.0,120.0
1,Thanisandra,3.0,1430.0,2.0,2.0,54.0
1,Bommanahalli,2.0,1020.0,2.0,2.0,55.0
4,Ramamurthy Nagar Extension,4.0,750.0,2.0,1.0,42.0
1,Electronic City Phase II,2.0,1140.0,2.0,1.0,32.92
2,Anekal,3.0,967.0,2.0,1.0,45.0
1,Hebbal,4.0,2470.0,4.0,2.0,203.0
2,Maruthi Nagar,2.0,850.0,1.0,0.0,35.5
1,Vidhyanagar Cross,2.0,1100.0,2.0,2.0,32.0
1,Thanisandra,3.0,1697.0,3.0,2.0,110.0
1,Varthur,2.0,1250.0,2.0,2.0,47.0
1,Gottigere,2.0,1120.0,2.0,2.0,50.0
4,NRI Layout,4.0,1200.0,4.0,0.0,95.0
1,Hebbal,2.0,1200.0,2.0,1.0,52.0
1,7th Phase JP Nagar,2.0,1100.0,2.0,1.0,44.0
1, Devarachikkanahalli,3.0,1417.0,2.0,2.0,76.0
2,Thanisandra,3.0,1492.0,3.0,1.0,88.0
1,Devanahalli,3.0,1498.0,3.0,3.0,79.15
1,Kundalahalli,2.0,1010.0,2.0,1.0,48.27
1,Channasandra,2.0,1050.0,2.0,1.0,35.0
1,Hegde Nagar,3.0,1847.0,3.0,2.0,125.0
1,1st Stage Indira Nagar,2.0,1200.0,2.0,2.0,55.0
1,Bellandur,2.0,982.0,2.0,2.0,37.28
1,Hegde Nagar,3.0,2145.0,4.0,2.0,145.0
1,Kengeri,2.0,750.0,2.0,1.0,36.5
1,Electronic City,2.0,919.0,2.0,2.0,35.0
1,Budigere,2.0,1087.0,2.0,1.0,54.3
2,Sunder Ram Shetty Nagar,3.0,1480.0,3.0,2.0,74.0
2,Tindlu,2.0,1180.0,2.0,2.0,52.0
1,Jigani,3.0,1221.0,3.0,2.0,65.0
2,Thanisandra,3.0,2072.0,3.0,2.0,122.0
2,Whitefield,3.0,1600.0,3.0,2.0,69.0
1,Sahakara Nagar,3.0,2200.0,3.0,2.0,98.0
1,Kaikondrahalli,2.0,1253.0,2.0,2.0,81.5
1,Hennur Road,2.0,1061.0,2.0,1.0,54.92
1,Marathahalli,3.0,1950.0,3.0,2.0,115.0
2,Marathahalli,2.0,1250.0,2.0,2.0,68.0
1,Hennur Road,3.0,1585.0,2.0,3.0,80.0
1,Kammasandra,2.0,1015.0,2.0,2.0,37.0
1,Begur Road,4.0,2464.0,6.0,0.0,118.0
1,Marathahalli,2.0,1125.0,2.0,2.0,56.8
1,Electronic City Phase II,2.0,1116.0,2.0,2.0,40.0
2,Kadarenahalli,1.0,400.0,1.0,0.0,35.0
1,Old Madras Road,2.0,1300.0,2.0,2.0,100.0
1,Raja Rajeshwari Nagar,2.0,1419.0,2.0,1.0,60.42
1,Punappa Layout,3.0,1310.0,2.0,1.0,55.0
1,Thigalarapalya,3.0,2072.0,4.0,2.0,152.0
2,Kaggadasapura,2.0,1240.0,2.0,1.0,58.58
2,Chamrajpet,3.0,1565.0,3.0,2.0,98.91
1,Budigere,3.0,1820.0,3.0,2.0,89.0
4,Gubbalala,3.0,2500.0,3.0,1.0,88.0
1,Hosa Road,2.0,1245.0,2.0,1.0,62.0
1,GM Palaya,3.0,1315.0,3.0,1.0,65.0
1,Kenchenahalli,3.0,1410.0,2.0,2.0,73.0
1,Dasarahalli,2.0,1375.0,2.0,1.0,60.0
1,Old Madras Road,2.0,1299.0,2.0,2.0,95.0
1,Pampa Extension,2.0,993.0,2.0,3.0,45.5
4,Bommasandra Industrial Area,2.0,1200.0,3.0,0.0,45.0
1,Lavelle Road,2.0,985.0,2.0,1.0,156.0
2,4th Block Koramangala,4.0,2400.0,5.0,3.0,180.0
1,Hoodi,3.0,1655.0,3.0,2.0,131.0
1,Whitefield,4.0,2830.0,5.0,3.0,190.0
2,Electronic City,2.0,550.0,1.0,1.0,15.0
1,Balaji Gardens Layout,1.0,825.0,2.0,1.0,40.0
1,Begur Road,3.0,1634.0,3.0,1.0,111.0
4,Kogilu,8.0,1200.0,6.0,3.0,105.0
1,Banaswadi,2.0,1222.0,2.0,2.0,80.0
1,Gottigere,3.0,1500.0,3.0,2.0,63.0
1,Akshaya Nagar,3.0,1890.0,4.0,2.0,100.0
1,Hulimavu,2.0,850.0,1.0,1.0,39.5
1,Whitefield,2.0,1295.0,2.0,3.0,78.5
1,Sarjapur  Road,2.0,1320.0,2.0,1.0,100.0
2,ISRO Layout,4.0,950.0,3.0,3.0,179.0
2,2nd Stage Nagarbhavi,4.0,3000.0,3.0,3.0,170.0
2,Harlur,2.0,1197.0,2.0,1.0,82.0
1,Hoysalanagar,3.0,1320.0,2.0,3.0,60.0
4,Billekahalli,5.0,1180.0,5.0,2.0,98.5
1,Whitefield,1.0,840.0,1.0,1.0,57.6
1,Whitefield,1.0,640.0,1.0,0.0,19.83
1,Raja Rajeshwari Nagar,3.0,1693.0,3.0,1.0,71.38
1,Kodihalli,2.0,1000.0,2.0,1.0,62.0
2,Babusapalaya,2.0,1305.0,2.0,1.0,70.0
2,Kodichikkanahalli,1.0,450.0,1.0,1.0,18.0
1,CV Raman Nagar,1.0,705.0,1.0,1.0,57.0
1,Ilyas Nagar,4.0,750.0,6.0,2.0,75.0
2,Tumkur Road,5.0,4800.0,5.0,2.0,150.0
2,Whitefield,3.0,1991.0,3.0,2.0,104.0
1,Battarahalli,3.0,1779.0,3.0,2.0,90.0
1,Banaswadi,2.0,870.0,2.0,2.0,38.0
1,Thanisandra,3.0,1595.0,3.0,2.0,120.0
4,Ramamurthy Nagar,4.0,945.0,5.0,2.0,120.0
1,Iblur Village,3.0,2000.0,4.0,2.0,138.0
1,Yelahanka,3.0,1614.0,3.0,2.0,93.0
1,Gottigere,2.0,1200.0,2.0,3.0,40.0
2,Electronic City Phase II,3.0,1150.0,3.0,3.0,46.0
1,Sonnenahalli,3.0,1610.0,3.0,2.0,80.48
1,Whitefield,2.0,1190.0,2.0,2.0,41.0
1,Kallumantapa,2.0,1050.0,2.0,2.0,50.0
1,7th Phase JP Nagar,3.0,1460.0,2.0,1.0,97.0
4,Naganathapura,1.0,600.0,1.0,0.0,33.0
2,Suraksha Nagar,3.0,1569.0,3.0,0.0,70.0
2,"Off Sarjapur Road, ",3.0,2600.0,3.0,2.0,147.0
1,Electronics City Phase 1,1.0,645.0,1.0,0.0,42.5
4,Nagarbhavi Garden Villas Layout,4.0,1200.0,3.0,1.0,180.0
4,Nagarbhavi,3.0,800.0,3.0,0.0,95.0
2,Mico Layout,2.0,800.0,2.0,1.0,80.0
1,Marathahalli,2.0,1350.0,2.0,1.0,90.0
1,Rajarajeshwari Nagara,3.0,1410.0,2.0,2.0,45.12
1,Whitefield,2.0,1109.0,2.0,1.0,35.47
2,Agrahara Dasarahalli,1.0,800.0,1.0,0.0,72.0
1,Bannerghatta Road,2.0,1215.0,2.0,1.0,68.0
2,Prithvi Layout,3.0,2273.0,4.0,2.0,192.0
1,Varthur Road,2.0,1255.0,2.0,2.0,52.76
1,B Narayanapura,2.0,1020.0,2.0,1.0,49.0
1,T R Mill Road,3.0,1225.0,2.0,2.0,82.0
1,Singasandra,2.0,1120.0,2.0,1.0,60.0
1,Kasavanhalli,3.0,1225.0,2.0,1.0,69.0
1,Sarjapur  Road,3.0,1984.0,4.0,1.0,145.0
1,Old Madras Road,3.0,2425.0,3.0,1.0,197.0
1,Bommasandra,2.0,1127.0,2.0,1.0,45.0
2,Whitefield,3.0,1655.0,3.0,2.0,97.0
4,Varthur,3.0,1200.0,3.0,1.0,68.38
1,Kaggadasapura,2.0,1000.0,2.0,2.0,43.0
1,CV Raman Nagar,2.0,1225.0,2.0,2.0,47.88
1,Hormavu,2.0,1350.0,2.0,2.0,45.0
4,Nagarbhavi,4.0,600.0,5.0,3.0,95.0
1,Sahakara Nagar,2.0,1175.0,2.0,3.0,49.0
1,Sanne Amanikere,1.0,655.0,1.0,2.0,27.0
1,Hosa Road,3.0,1311.0,2.0,1.0,84.86
4,Banashankari Stage VI,3.0,600.0,4.0,0.0,90.0
3,CV Raman Nagar,2.0,1000.0,2.0,1.0,38.5
1,Indira Nagar Stage 2,2.0,1196.0,2.0,1.0,96.0
2,Kanakpura Road,3.0,1050.0,2.0,1.0,59.0
1,Somasundara Palya,3.0,1275.0,2.0,2.0,52.0
3,Hommadevanahalli,2.0,927.0,2.0,1.0,50.0
1,Varthur,3.0,1520.0,2.0,3.0,61.0
2,Hebbal,2.0,1333.0,2.0,1.0,104.0
1,Tunganagara,1.0,600.0,1.0,0.0,18.0
1,Abbigere,3.0,1326.0,2.0,1.0,34.8
2,Koramangala,2.0,1370.0,2.0,2.0,125.0
1,Koramangala,2.0,1100.0,2.0,2.0,85.0
1,Haralur Road,3.0,1650.0,3.0,3.0,100.0
1,Kasavanhalli,3.0,1917.0,3.0,2.0,132.0
1,Billekahalli,2.0,950.0,2.0,1.0,58.11
1,T C Palya main Road,2.0,1175.0,2.0,1.0,48.72
1,8th Phase JP Nagar,2.0,1089.0,2.0,1.0,43.55
1,Kalena Agrahara,3.0,1804.0,3.0,2.0,175.0
1,Hoodi,2.0,1257.0,2.0,1.0,68.5
1,Sarjapur,1.0,650.0,1.0,2.0,19.87
1,Whitefield,3.0,1850.0,3.0,2.0,150.0
2,Vishwapriya Nagar,4.0,2800.0,4.0,1.0,200.0
1,Koramangala,2.0,1161.0,2.0,1.0,63.85
1,Banashankari Stage V,3.0,1630.0,3.0,2.0,51.35
1,Jalahalli,3.0,1310.0,2.0,2.0,60.0
1,Lake City,2.0,750.0,2.0,1.0,28.0
4,Whitefield,3.0,1200.0,3.0,1.0,67.77
1,Vittal Nagar,2.0,1000.0,2.0,1.0,45.0
2,Nagavara,2.0,1315.0,2.0,2.0,70.0
1,Sahakara Nagar,3.0,1370.0,2.0,2.0,90.0
4,Ulsoor,5.0,1200.0,4.0,3.0,150.0
2,Bellandur,2.0,1465.0,3.0,3.0,90.0
1,Padmanabhanagar,3.0,1250.0,2.0,2.0,70.0
1,Horamavu Agara,3.0,1284.0,2.0,2.0,75.0
1,Hebbal,3.0,2600.0,3.0,2.0,199.0
1,Kodigehalli,3.0,1820.0,3.0,2.0,150.0
1,Haralur Road,3.0,1580.0,3.0,1.0,73.0
2,Akshaya Nagar,3.0,2650.0,3.0,2.0,125.0
1,Uttarahalli,2.0,1075.0,2.0,1.0,40.0
1,R.T. Nagar,3.0,1400.0,2.0,3.0,78.0
1,Subramanyapura,3.0,1400.0,2.0,1.0,55.0
2,Bisuvanahalli,2.0,845.0,2.0,1.0,30.0
1,Hegde Nagar,4.0,2600.0,4.0,3.0,40.0
1,Richards Town,2.0,800.0,2.0,1.0,85.0
1,Gunjur,2.0,1175.0,2.0,2.0,43.48
1,Bellandur,3.0,1767.0,3.0,2.0,109.0
1,Sarjapur  Road,4.0,1800.0,3.0,1.0,90.0
1,Rajaji Nagar,3.0,1613.0,3.0,0.0,150.0
2,Whitefield,2.0,1290.0,2.0,0.0,90.0
1,Kasavanhalli,2.0,1375.0,2.0,1.0,78.0
1,Bagalur,2.0,985.0,2.0,2.0,57.0
4,Jeevan bima nagar,4.0,1200.0,4.0,1.0,200.0
1,Singasandra,2.0,1099.0,2.0,1.0,37.5
1,Electronic City,1.0,605.0,1.0,0.0,13.31
2,RMV Extension Stage 2,7.0,3600.0,7.0,3.0,160.0
1,Marathahalli,2.0,1200.0,2.0,1.0,53.0
2,Hulimavu,2.0,1000.0,2.0,1.0,45.0
1,Electronic City,3.0,1159.0,2.0,3.0,38.0
4,Devi Nagar,2.0,600.0,2.0,1.0,80.0
2,BTM Layout,3.0,1540.0,2.0,2.0,78.0
2,"JP Nagar 7th Phase, ",3.0,1503.0,2.0,2.0,93.0
1,Ambedkar Nagar,3.0,1850.0,4.0,2.0,120.0
2,Uttarahalli,3.0,1580.0,3.0,1.0,60.0
1,Mico Layout,2.0,1190.0,2.0,2.0,39.25
4,Sampigehalli,2.0,1200.0,2.0,1.0,61.0
1,Jakkur,2.0,850.0,1.0,1.0,19.9
1,Hennur Bande,3.0,2500.0,2.0,1.0,60.0
1,Kamakshipalya,3.0,1500.0,2.0,2.0,52.0
4,Navodaya Nagar,5.0,1200.0,3.0,2.0,180.0
1,Thanisandra,3.0,1880.0,3.0,3.0,120.0
1,Padmanabhanagar,2.0,1150.0,2.0,2.0,45.0
4,Kumaraswami Layout,6.0,600.0,6.0,3.0,100.0
4,Pattanagere,4.0,750.0,4.0,1.0,95.0
2,Karuna Nagar,3.0,1962.0,3.0,2.0,175.0
1,B Narayanapura,3.0,1765.0,3.0,2.0,77.27
1,Attibele,2.0,1174.0,2.0,1.0,29.35
1,Bannerghatta Road,3.0,1894.0,3.0,1.0,115.0
4,Ramamurthy Nagar,4.0,960.0,2.0,2.0,138.0
1,Sector 7 HSR Layout,3.0,1760.0,3.0,2.0,142.0
2,Doddanakundi Industrial Area 2,3.0,1768.0,3.0,3.0,95.0
2,Kothanur,3.0,1790.0,3.0,0.0,97.0
2,Kengeri,4.0,2540.0,4.0,0.0,160.0
1,Mahadevpura,2.0,1137.0,2.0,1.0,53.4
1,Mysore Road,3.0,1568.0,2.0,2.0,100.0
1,AECS Layout,2.0,1308.0,2.0,1.0,60.0
1,Bisuvanahalli,3.0,1200.0,2.0,1.0,41.0
1,Shetty Halli,1.0,800.0,1.0,2.0,32.0
1,Electronic City,1.0,530.0,1.0,1.0,13.5
2,Bisuvanahalli,3.0,873.0,2.0,1.0,40.0
4,AGB Layout,7.0,3000.0,6.0,3.0,145.0
1,Subramanyapura,2.0,958.0,2.0,1.0,33.53
1,Talaghattapura,3.0,2273.0,3.0,3.0,159.0
4,Banashankari Stage VI,3.0,600.0,3.0,2.0,90.0
1,Thanisandra,1.0,760.0,1.0,2.0,50.0
1,Dommasandra,2.0,1090.0,2.0,2.0,43.5
1,Sarjapur  Road,3.0,1550.0,2.0,1.0,89.0
1,Ramagondanahalli,2.0,1251.0,2.0,1.0,50.0
1,Electronic City,2.0,1070.0,2.0,1.0,53.0
1,Kalena Agrahara,2.0,1200.0,2.0,2.0,45.0
2,CV Raman Nagar,3.0,1435.0,2.0,2.0,60.0
2,Bommasandra,3.0,1400.0,2.0,3.0,45.0
1,Judicial Layout,4.0,2330.0,3.0,2.0,94.71
1,Thanisandra,2.0,1200.0,2.0,3.0,60.0
1,Panathur,2.0,1000.0,2.0,2.0,40.0
1,Bannerghatta Road,3.0,1655.0,2.0,2.0,62.89
4,Bidrahalli,1.0,600.0,1.0,1.0,35.0
1,Electronics City Phase 1,2.0,1175.0,2.0,1.0,50.0
1,Uttarahalli,2.0,1155.0,2.0,2.0,40.43
4,Magadi Road,3.0,1200.0,3.0,2.0,98.0
1,Budigere,2.0,1149.0,2.0,2.0,65.0
1,Chinnapanahalli,2.0,1010.0,2.0,2.0,55.0
1,Hegde Nagar,3.0,1718.0,3.0,2.0,119.0
1,Bilal Nagar,2.0,650.0,1.0,1.0,20.0
1,Banashankari,2.0,1330.0,2.0,2.0,77.0
1,Hormavu,2.0,1200.0,2.0,2.0,68.0
1,Bannerghatta Road,3.0,1693.0,3.0,2.0,89.0
1,Koramangala,2.0,1249.0,2.0,1.0,165.0
2,Thanisandra,3.0,1800.0,4.0,1.0,125.0
4,Margondanahalli,2.0,900.0,2.0,0.0,55.0
1,NGR Layout,2.0,1020.0,2.0,1.0,46.0
1,Amruthahalli,3.0,1700.0,3.0,2.0,77.0
2,Panathur,1.0,661.0,1.0,1.0,40.0
1,Bannerghatta Road,2.0,1280.0,2.0,2.0,60.16
4,Krishna Nagar,5.0,1000.0,4.0,2.0,90.0
1,Hosur Road,2.0,1170.0,2.0,1.0,48.0
1,Thanisandra,1.0,933.0,2.0,1.0,58.0
2,Sarjapur  Road,2.0,1150.0,2.0,0.0,44.0
1,Rajaji Nagar,3.0,1380.0,3.0,3.0,130.0
2,Banjara Layout,2.0,1050.0,2.0,1.0,64.8
1,Kanakapura Main Road,2.0,1080.0,2.0,1.0,37.8
1,Harlur,2.0,1303.0,2.0,1.0,90.0
1,Raja Rajeshwari Nagar,2.0,1196.0,2.0,2.0,40.54
2,Nagarbhavi,5.0,2500.0,3.0,2.0,180.0
4,Sarjapur  Road,5.0,1200.0,4.0,1.0,95.0
1,Bommanahalli,3.0,1250.0,3.0,2.0,41.0
1,Akshaya Nagar,3.0,1419.0,2.0,3.0,87.0
1,Banashankari,2.0,1200.0,2.0,3.0,49.0
2,7th Phase JP Nagar,2.0,1120.0,2.0,2.0,65.0
1,Electronics City Phase 1,1.0,762.0,1.0,0.0,45.4
1,Electronics City Phase 1,2.0,1245.0,2.0,1.0,75.0
1,Channasandra,2.0,1093.0,2.0,1.0,34.0
1,Electronic City,2.0,1025.0,1.0,1.0,26.63
1,Hebbal,2.0,1345.0,2.0,1.0,97.0
4,Suryanagar,2.0,1500.0,2.0,1.0,45.0
1,Vijayanagar,2.0,1180.0,2.0,1.0,86.0
1,Nanjappa Layout,3.0,1800.0,3.0,3.0,85.0
1,Banagiri Nagar,3.0,2008.0,3.0,2.0,170.0
1,Kothannur,3.0,1240.0,2.0,2.0,39.85
1,CV Raman Nagar,2.0,1020.0,2.0,1.0,55.0
1,2nd Stage Arekere Mico Layout,3.0,2095.0,3.0,2.0,142.0
1,Gunjur,3.0,1362.0,3.0,2.0,62.63
1,Yelahanka,1.0,694.0,1.0,0.0,30.84
1,Vittasandra,2.0,1404.0,2.0,2.0,70.0
1,Electronic City Phase II,3.0,1192.0,2.0,3.0,47.0
4,Mahalakshmi Layout,4.0,1050.0,1.0,0.0,35.0
1,Vittasandra,2.0,1259.0,2.0,1.0,67.48
1,Kengeri,2.0,1000.0,2.0,2.0,34.0
1,Rachenahalli,2.0,985.0,2.0,1.0,49.97
2,Indira Nagar,1.0,850.0,1.0,2.0,60.0
2,Uttarahalli,3.0,1650.0,2.0,1.0,50.0
1,Sarjapur  Road,3.0,1900.0,4.0,1.0,180.0
1,Ambedkar Nagar,2.0,1367.0,2.0,2.0,86.0
1,Rajaji Nagar,3.0,1210.0,2.0,2.0,81.0
1,Duvasapalya,2.0,1190.0,2.0,1.0,48.6
1,Sarjapur,2.0,1175.0,2.0,2.0,42.0
1,Whitefield,2.0,1140.0,2.0,2.0,40.0
1,Hoskote,2.0,1095.0,2.0,2.0,33.6
1,Attibele,1.0,782.0,1.0,0.0,19.55
1,Gubbalala,3.0,1435.0,2.0,2.0,80.0
1,Choodasandra,2.0,725.0,2.0,2.0,36.0
2,BCMC Layout,3.0,1600.0,2.0,2.0,88.0
4,Vishwapriya Layout,4.0,720.0,3.0,1.0,95.0
4,Jnanabharathi Layout,4.0,860.0,4.0,2.0,125.0
1,Kanakpura Road,3.0,1703.0,3.0,2.0,130.0
1,Padmanabhanagar,3.0,1350.0,3.0,1.0,71.55
1,Horamavu Agara,2.0,1145.0,2.0,1.0,41.21
1,7th Phase JP Nagar,2.0,1100.0,3.0,1.0,60.0
1,Sarjapur  Road,4.0,2425.0,5.0,1.0,201.0
4,Kothanur,4.0,2700.0,4.0,2.0,175.0
3,Kanakpura Road,3.0,1600.0,3.0,3.0,90.0
4,Pai Layout,2.0,780.0,2.0,1.0,72.0
2,Banashankari Stage II,2.0,1250.0,2.0,2.0,110.0
4,Sarjapur  Road,5.0,1480.0,4.0,1.0,169.0
4,Horamavu Agara,4.0,1250.0,4.0,1.0,100.0
4,Udaya Nagar,4.0,1350.0,4.0,2.0,160.0
2,Laggere,1.0,620.0,2.0,0.0,48.0
1,Raja Rajeshwari Nagar,3.0,1630.0,3.0,2.0,60.65
2,Hennur Road,2.0,1020.0,2.0,0.0,45.0
1,Hosakerehalli,3.0,1410.0,2.0,2.0,53.58
3,Bhoganhalli,2.0,1182.0,2.0,1.0,100.0
2,KR Puram,4.0,1200.0,4.0,0.0,83.0
1,Banaswadi,2.0,1200.0,2.0,3.0,60.0
1,Old Airport Road,2.0,1050.0,2.0,2.0,50.0
1,Whitefield,2.0,1356.0,2.0,1.0,94.84
1,Whitefield,2.0,1338.0,2.0,1.0,103.0
1,Kengeri Satellite Town Stage II,1.0,500.0,1.0,1.0,20.0
1,Vasantha Vallabha Nagar,3.0,1280.0,2.0,1.0,100.0
1,Raja Rajeshwari Nagar,3.0,1531.0,3.0,3.0,51.77
2,Anekal,2.0,620.0,1.0,1.0,23.5
1,8th Phase JP Nagar,3.0,1605.0,2.0,2.0,65.0
1,Thanisandra,3.0,1917.0,3.0,2.0,110.0
2,Sarjapur  Road,3.0,1400.0,3.0,2.0,55.0
2,Thubarahalli,3.0,2625.0,3.0,3.0,175.0
1,Hennur Road,3.0,2041.0,3.0,3.0,128.0
1,Sarjapur  Road,3.0,2070.0,4.0,2.0,160.0
1,Hebbal,3.0,1110.0,3.0,3.0,59.0
2,Uday Nagar,3.0,1650.0,3.0,1.0,110.0
1,Varthur Road,3.0,1033.0,2.0,2.0,30.47
1,HSR Layout,2.0,1142.0,2.0,2.0,65.0
1,Mathikere,3.0,1500.0,2.0,2.0,75.0
1,Electronic City Phase II,3.0,1502.0,3.0,3.0,50.0
1,Shree Ananth Nagar Layout,3.0,1176.0,2.0,1.0,45.0
1,Hosa Road,2.0,1063.0,2.0,1.0,32.8
2,Kammanahalli,2.0,1100.0,2.0,1.0,60.0
4,Kamakshipalya,2.0,1044.0,2.0,2.0,85.0
2,6th Phase JP Nagar,2.0,1216.0,2.0,2.0,60.0
1,Suddaguntepalya,3.0,1425.0,3.0,2.0,55.0
4,Hongasandra,8.0,1200.0,8.0,2.0,150.0
1,Hosur Road,2.0,1345.0,2.0,2.0,108.0
1,Marathahalli,2.0,1248.0,2.0,1.0,130.0
2,Shankarapuram,2.0,900.0,1.0,0.0,130.0
1,Uttarahalli,2.0,1025.0,2.0,1.0,35.88
4,Nagashetty Halli,2.0,840.0,1.0,1.0,99.0
1,Kadubeesanahalli,3.0,1424.0,2.0,2.0,75.0
1,Byrasandra Extension,2.0,1285.0,2.0,2.0,45.0
1,Babusapalaya,2.0,1450.0,2.0,1.0,55.99
1,Raja Rajeshwari Nagar,2.0,1160.0,2.0,1.0,70.0
4,Gattahalli,3.0,2000.0,2.0,2.0,95.0
1,Uttarahalli,2.0,1125.0,2.0,1.0,47.65
2,Old Madras Road,4.0,3900.0,4.0,2.0,175.0
2,Raja Rajeshwari Nagar,2.0,1133.0,2.0,1.0,38.37
1,Arekere,2.0,1240.0,2.0,2.0,60.0
1,Devanahalli,3.0,1466.0,3.0,3.0,77.59
2,Kaggadasapura,2.0,1225.0,2.0,2.0,48.0
1,Akshaya Nagar,2.0,1300.0,2.0,1.0,54.0
1,Thanisandra,3.0,1996.0,4.0,1.0,123.0
1,Mallathahalli,3.0,1320.0,2.0,2.0,55.0
1,Richmond Town,3.0,1835.0,3.0,3.0,175.0
1,Sarjapur  Road,3.0,1435.0,3.0,2.0,90.0
1,Rayasandra,3.0,1601.0,3.0,3.0,70.0
1,Kadubeesanahalli,2.0,1257.0,2.0,2.0,93.0
1,Kasavanhalli,2.0,1309.0,2.0,2.0,95.0
4,Yeshwanthpur,2.0,1362.0,2.0,0.0,100.0
1,Whitefield,2.0,1115.0,2.0,1.0,55.0
1,manyata park,2.0,1322.0,2.0,1.0,61.99
1,Telecom Layout,3.0,1450.0,2.0,1.0,65.0
1,Banashankari,2.0,1185.0,2.0,2.0,67.0
1,7th Phase JP Nagar,3.0,1790.0,3.0,3.0,120.0
4,Whitefield,3.0,3450.0,4.0,2.0,208.0
1,Budigere,1.0,693.0,1.0,0.0,27.375
1,Devanahalli,1.0,775.0,1.0,0.0,39.0
2,Hoodi,2.0,1000.0,2.0,2.0,48.0
1,Thanisandra,2.0,1183.0,2.0,1.0,77.25
1,Alur,1.0,425.0,1.0,1.0,15.0
2,Nelamangala,2.0,820.0,2.0,2.0,30.0
2,Hebbal,2.0,1200.0,2.0,2.0,52.0
1,Ramagondanahalli,2.0,1151.0,2.0,2.0,43.6
1,Hulimavu,3.0,1320.0,2.0,2.0,59.0
3,Bikasipura,3.0,1450.0,3.0,2.0,68.0
1,Poorna Pragna Layout,3.0,1270.0,2.0,3.0,50.79
1,Hegde Nagar,3.0,1847.0,3.0,2.0,123.0
1,Devanahalli,1.0,1020.0,2.0,1.0,49.87
1,Mysore Road,3.0,1360.0,3.0,0.0,47.6
1,Brookefield,2.0,1089.0,2.0,1.0,49.0
1,Yelahanka,2.0,1115.0,2.0,2.0,60.0
1,Kudlu Gate,2.0,1215.0,2.0,1.0,45.0
1,Sarjapur  Road,2.0,1194.0,2.0,1.0,51.0
1,Kannamangala,3.0,1536.0,3.0,1.0,104.0
1,Hennur,2.0,1255.0,2.0,2.0,55.5
1,Electronic City,3.0,1571.0,3.0,2.0,83.0
4,Virupakshapura,2.0,900.0,1.0,0.0,70.0
1,Keshava Nagar,2.0,1517.0,2.0,2.0,125.0
1,Budigere,1.0,664.0,1.0,1.0,35.4
1, Devarachikkanahalli,2.0,1230.0,2.0,1.0,58.0
1,Hegde Nagar,2.0,1340.0,2.0,2.0,72.0
1,Attibele,2.0,1175.0,2.0,1.0,29.38
1,Sarjapur,2.0,1240.0,2.0,2.0,43.1
2,V.V Puram,3.0,1360.0,2.0,0.0,150.0
1,Electronic City,3.0,1470.0,2.0,1.0,44.1
1,7th Phase JP Nagar,3.0,1680.0,3.0,2.0,117.0
1,Sri Sai Layout,2.0,1000.0,2.0,2.0,35.0
1,Gunjur,2.0,1071.0,2.0,1.0,51.0
2,Kalyan nagar,2.0,1190.0,2.0,1.0,60.0
1,Kanakpura Road,2.0,1283.0,2.0,2.0,63.22
2,Mallasandra,2.0,1325.0,2.0,2.0,73.0
1,Whitefield,2.0,1105.0,2.0,1.0,35.36
